uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,marker_display_style,parent_uid,parent_type
p_1775800396,1447.1341698735869,3743.794878541436,スタンディッシュ・アイスクリームスタンド,Standish Ice Cream Stand,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:01:05,,,,,
p_1775800430,1424.3869317107333,3606.5177014346255,スタンディッシュ,Standish,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:00:44,,,,,
p_1775800466,1120.106106339936,3473.6818274915304,アイアンオール・リゾート,Iron Ore Resort,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:49:32,,,,,
p_1775800509,1114.0413918949469,3281.943547730717,パーソンズノブ・キャンプ場,Parsons Knob Campgrounds,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:49:12,,,,,
p_1775800569,1115.9074578780205,3121.9283896821544,バーチヒル・ゴーカートレース,Birch Hill Go-Kart Raceway,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T17:48:46,,,,,
p_1775800660,2204.7569590014737,4148.264680372642,アメリカンレギオンポスト＃0607,American Legion post #0607,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:10:54,,,,,
p_1775800693,2333.515511833553,3923.8702459080396,バーバー伐採キャンプ,Barber Logging Camp,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:11:16,,,,,
p_1775800767,2510.325263729778,3993.8477202733,サラナック裁判所,Saranac Courthhouse,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:22:51,,,,,
p_1775800831,2556.8981207705547,4027.6802256385727,トニー・ガンク中古車店,Tony Gunque Used Cars,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:22:20,,,,,
p_1775800902,2660.0770588714354,4225.239902174428,廃墓地,Abandoned Grave Site,POI,POI,,,,3,POI,,,,2026-04-11T18:21:47,,,,,
p_1775800932,2628.3539371591837,3931.3345098403342,サラナックサンライズ・メソジスト教会,Saranac Sunrise Methodist Church,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CHURCH"", ""item_name_jp"": ""教会"", ""item_name_en"": ""Church"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:23:38,,,,,
p_1775800990,2611.5593433115214,3629.498337078177,医療用品倉庫,Medical Supply Depo,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:50:06,,,,,
p_1775801053,2730.5210497324642,3931.3345098403342,ハイヌーンプラザ,High Noon Plaza,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:24:18,,,,,
p_1775801075,2765.043270419326,3866.0222004327575,サラナックヘイブン墓地,Saranac Haven Cemetery,POI,POI,,,,3,POI,,,,2026-04-11T18:24:38,,,,,
p_1775801171,2864.411284017996,3790.446528118276,グリーンバレー・マーケティング,Green Valley Market,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:25:19,,,,,
p_1775801214,2895.2013727387107,3699.9423279392063,ガノン高齢者住宅,Ganong Centennial House,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:26:49,,,,,
p_1775801253,2919.926747014436,3958.85898309067,ボウエンヒル水力発電ダム（WIP）,Bowen Hill Hydroelectric Dam (WIP),POI,POI,,,,3,POI,,,,2026-04-11T22:04:24,,,,,
p_1775801356,2999.2345512950646,3714.870855803795,D-S-02サラナック配電所,Saranac Power Substation D-S-02,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:28:15,,,,,
p_1775801381,3046.352717367673,3726.533768198005,サラナック消防署,Saranac Fire Department,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:28:34,,,,,
p_1775801471,3216.63123832314,3699.4758114434376,カントリーサイド・パントリー,Countryside Fresh Foods Pantry,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:29:23,,,,,
p_1775801503,3181.1759846447417,3807.707638461707,コーナーズブルック・キャンプ場,Corners Brook Campgrounds,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:29:01,,,,,
p_1775801559,3205.901358920467,3383.17762731246,2-5E送電線点検所,Power Line Service Shed 2-5E,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:30:17,,,,,
p_1775801617,3242.2896455904024,3260.4837889253704,エルシノア廃棄物中継基地,Elsinore Waste Transfer Station,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:33:03,,,,,
p_1775801692,3274.012767302654,3037.4889039480736,ダニモーラ廃水処理施設,Dannemora Wastewater Plant,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FACTORY"", ""item_name_jp"": ""工場"", ""item_name_en"": ""Factory"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:32:40,,,,,
p_1775801712,3159.716225839395,2991.3037708670017,エルシノア墓地,Elsinore Cemetery,POI,POI,,,,3,POI,,,,2026-04-11T18:32:19,,,,,
p_1775801748,3236.2249311454134,2811.6949199961664,暗い沼地の洞窟,Dismal Swamp Cave,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:33:50,,,,,
p_1775801793,2985.2390564220123,3020.2277936046426,デビルズグロット,Devil's Grotto,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:31:18,,,,,
p_1775801806,2957.7145831716766,3184.4416001151203,エルシノア、NY,"Elsinore, NY",POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:31:03,,,,,
p_1775801845,2890.5362077810264,3364.5169674817244,ウォルト＆サンズ林業,Walt & Son's Logging,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:30:47,,,,,
p_1775801878,2658.2109928883615,3258.6177229422965,ダニモーラ監視所,Dannemora Lookout,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""LOOKOUT"", ""item_name_jp"": ""監視塔"", ""item_name_en"": ""Lookout"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:47:59,,,,,
p_1775801931,2616.224508269205,3353.787088079051,バッジャーハイツ・リゾート,Badger Heights Resort,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:48:22,,,,,
p_1775801993,2562.1085947600704,3461.0858821057836,キングスホロウ鉱山（西）,Kings Hollow Mines west,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:48:55,,,,,
p_1775802027,2656.344926905288,3547.8579503187066,バックス池,Buck's Pond,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""POND"", ""item_name_jp"": ""池"", ""item_name_en"": ""Pond"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:53:04,,,,,
p_1775802073,2259.8059055021454,3699.0092949476693,キャリコ農場,Calico Farm,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FARM"", ""item_name_jp"": ""農場・牧場"", ""item_name_en"": ""Farm"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-12T10:07:24,,,,,
p_1775802107,2254.674224048693,3502.139333733403,クラークヒル・エーカーズ,Clark Hill Acres,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FARM"", ""item_name_jp"": ""農場・牧場"", ""item_name_en"": ""Farm"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-12T10:07:10,,,,,
p_1775802145,2250.9420920825455,3044.953167880368,チャジー湖牧場,Chazy Lake Dairy Farm,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FARM"", ""item_name_jp"": ""農場・牧場"", ""item_name_en"": ""Farm"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:57:14,,,,,
p_1775802163,2490.731570907505,3037.022387452305,ブレイク農場,Blake Farm,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FARM"", ""item_name_jp"": ""農場・牧場"", ""item_name_en"": ""Farm"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:47:01,,,,,
p_1775802206,2258.40635601484,2839.219393246502,ビッグネッドの釣り小屋,Big Ned's Fish Shack,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:44:09,,,,,
p_1775802236,2311.1227200366698,2599.896430917311,ウェレンラス島,Werrenrath Island,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:43:08,,,,,
p_1775802262,2382.966260385004,2667.0748063079614,NYS運輸局,NYS Department of Transportation,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:43:48,,,,,
p_1775802316,2528.052890568977,2732.8536322113064,ダックビル沼,Duck Bill Swamp,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""POND"", ""item_name_jp"": ""池"", ""item_name_en"": ""Pond"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:38:43,,,,,
p_1775802416,2668.0078392994983,2654.4788609222146,サミーズ（ダニモーラ店）,Sammy's - Dannemora,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:39:22,,,,,
p_1775802454,2695.0657960540657,2597.0973319427007,グッドタイムズ・ローカルデポ,Good Times Local Depot,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:39:50,,,,,
p_1775802479,2672.206487761414,2554.1778143320075,ダニモーラ消防署,Dannemora Fire Dept.,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:40:11,,,,,
p_1775802507,2611.092826815753,2535.5171545012718,フェアバンクス沼,Fairbanks Swamp,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""POND"", ""item_name_jp"": ""池"", ""item_name_en"": ""Pond"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:40:28,,,,,
p_1775802535,2744.983061101285,2435.2161079110647,総合役場,General Services Office,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:40:44,,,,,
p_1775802569,2732.3871157155377,2623.2222557057316,サンティーノ・ピザ＆レッドホット,Santino's Pizza & Red Hots,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:41:14,,,,,
p_1775802593,2781.8378642669886,2608.760244336911,アガサ園芸店,Agatha's Plant Shop,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:41:31,,,,,
p_1775802628,2808.4293045257873,2609.2267608326792,プロスパリティパーク,Prosperity Park,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:41:52,,,,,
p_1775802648,2818.226150936924,2627.8874206634155,ダニモーラ高校,Dannemora High School,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:42:10,,,,,
p_1775802687,2702.0635434905917,2728.188467253622,ダックビル・ベーカリー,Duck Bill Bakery,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:38:05,,,,,
p_1775802731,2844.3510746999546,2722.5902693044013,アンビエントエネルギー発電所,Ambient Energy Powerhouse,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FACTORY"", ""item_name_jp"": ""工場"", ""item_name_en"": ""Factory"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:38:24,,,,,
p_1775802760,2889.136658293721,2590.566101001943,ピート理髪店,Pete's Barber Shop,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:42:31,,,,,
p_1775802800,2896.134405730247,2942.319538811319,D-DM-01ダニモーラ配電所,Dannemora Power Substation D-DM-01,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:31:49,,,,,
p_1775802837,2967.511429582813,2635.3516845957097,フォーブパーク,Fauve Park,POI,POI,,場所・エリア・スポット,"[{""cat_id"": ""SITE"", ""category"": ""場所・エリア・スポット"", ""cat_name_en"": ""Site"", ""item_id"": ""PARK"", ""item_name_jp"": ""公園"", ""item_name_en"": ""Park"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:36:22,,,,,
p_1775802865,2940.919989324014,2530.8519895435875,クリントン刑務所物置,Clinton Correctional Storage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:36:08,,,,,
p_1775802910,2982.90647394317,2478.6021420175266,KHW トラスト（ダニモーラ支店）,KHW Trust Dannemora Branch,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:35:43,,,,,
p_1775802934,3076.6762895926195,2488.398988428663,廃農場,Abandoned Farmstead,POI,POI,,,,3,POI,,,,2026-04-11T18:35:16,,,,,
p_1775802963,3190.972831055878,2573.3049906585125,メープルマート#152,Maple Mart #152,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:34:56,,,,,
p_1775802987,3133.1247855805964,2618.5570907480474,ルーラルダラー,Rural Dollar,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:34:28,,,,,
p_1775803026,3134.057818572133,2755.2464240081895,ハイランズ沼,Highlands Swamp,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""POND"", ""item_name_jp"": ""池"", ""item_name_en"": ""Pond"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:34:13,,,,,
p_1775897636,1692.3302973448065,2556.1797081490586,D-RF-01リヨンマウンテン配電所,Lyon Mountain Power Substation D-LM-01,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T19:08:25,,,,,
p_1775897967,1728.7705950710404,3148.870432931629,ハンターラボ,Hunter's Lab,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T19:09:21,,,,,
p_1775899264,2427.4975798134165,4202.335600591649,サラナックホロウ古橋,Saranac Hollow Historic Bridge,POI,POI,,,,3,POI,,,,2026-04-11T22:04:05,,,,,
p_1775900229,2702.363722677194,2954.974217943983,ブレイク農場の倉庫,Blake Farm Storage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-12T10:13:37,,,,,
p_1775912002,2450.1446357756554,3248.820876531162,ルック洞窟,Rook’s Cavern,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-17T18:20:35,,,,,
p_1776236061,1252.4084957376297,2714.807534443562,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""1"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T13:40:25,,,,p_1776236176,near
p_1776236130,1254.063210818144,2737.4624218934787,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""1"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T13:40:33,,,,p_1776236176,near
p_1776236176,1237.0113732422938,2713.824739390668,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-15T18:13:39,,,,,
